Arsenal,Sunderland,0,0
Fulham,Norwich,5,0
Newcastle,Tottenham,2,1
QPR,Swansea,0,5
Reading,Stoke,1,1
West Brom,Liverpool,3,0
West Ham,Aston Villa,1,0
Man City,Southampton,3,2
Wigan,Chelsea,0,2
Everton,Man United,1,0
Chelsea,Reading,4,2
Aston Villa,Everton,1,3
Chelsea,Newcastle,2,0
Man United,Fulham,3,2
Norwich,QPR,1,1
Southampton,Wigan,0,2
Swansea,West Ham,3,0
Tottenham,West Brom,1,1
Liverpool,Man City,2,2
Stoke,Arsenal,0,0
Man City,QPR,3,1
Swansea,Sunderland,2,2
Tottenham,Norwich,1,1
West Brom,Everton,2,0
West Ham,Fulham,3,0
Wigan,Stoke,2,2
Liverpool,Arsenal,0,2
Newcastle,Aston Villa,1,1
Southampton,Man United,2,3
Arsenal,Southampton,6,1
Aston Villa,Swansea,2,0
Fulham,West Brom,3,0
Man United,Wigan,4,0
Norwich,West Ham,0,0
QPR,Chelsea,0,0
Stoke,Man City,1,1
Sunderland,Liverpool,1,1
Reading,Tottenham,1,3
Everton,Newcastle,2,2
Chelsea,Stoke,1,0
Southampton,Aston Villa,4,1
Swansea,Everton,0,3
West Brom,Reading,1,0
West Ham,Sunderland,1,1
Wigan,Fulham,1,2
Liverpool,Man United,1,2
Man City,Arsenal,1,1
Newcastle,Norwich,1,0
Tottenham,QPR,2,1
Arsenal,Chelsea,1,2
Everton,Southampton,3,1
Fulham,Man City,1,2
Man United,Tottenham,2,3
Norwich,Liverpool,2,5
Reading,Newcastle,2,2
Stoke,Swansea,2,0
Sunderland,Wigan,1,0
Aston Villa,West Brom,1,1
QPR,West Ham,1,2
Chelsea,Norwich,4,1
Man City,Sunderland,3,0
Swansea,Reading,2,2
West Brom,QPR,3,2
West Ham,Arsenal,1,3
Wigan,Everton,2,2
Liverpool,Stoke,0,0
Newcastle,Man United,0,3
Southampton,Fulham,2,2
Tottenham,Aston Villa,2,0
Fulham,Aston Villa,1,0
Liverpool,Reading,1,0
Man United,Stoke,4,2
Norwich,Arsenal,1,0
Swansea,Wigan,2,1
Tottenham,Chelsea,2,4
West Brom,Man City,1,2
West Ham,Southampton,4,1
QPR,Everton,1,1
Sunderland,Newcastle,1,1
Arsenal,QPR,1,0
Aston Villa,Norwich,1,1
Man City,Swansea,1,0
Reading,Fulham,3,3
Stoke,Sunderland,0,0
Wigan,West Ham,2,1
Chelsea,Man United,2,3
Everton,Liverpool,2,2
Newcastle,West Brom,2,1
Southampton,Tottenham,1,2
Fulham,Everton,2,2
Man United,Arsenal,2,1
Norwich,Stoke,1,0
Sunderland,Aston Villa,0,1
Swansea,Chelsea,1,1
Tottenham,Wigan,0,1
West Ham,Man City,0,0
Liverpool,Newcastle,1,1
QPR,Reading,1,1
West Brom,Southampton,2,0
Arsenal,Fulham,3,3
Aston Villa,Man United,2,3
Everton,Sunderland,2,1
Reading,Norwich,0,0
Southampton,Swansea,1,1
Stoke,QPR,1,0
Wigan,West Brom,1,2
Chelsea,Liverpool,1,1
Man City,Tottenham,2,1
Newcastle,West Ham,0,1
Arsenal,Tottenham,5,2
Liverpool,Wigan,3,0
Man City,Aston Villa,5,0
Newcastle,Swansea,1,2
Norwich,Man United,1,0
QPR,Southampton,1,3
Reading,Everton,2,1
West Brom,Chelsea,2,1
Fulham,Sunderland,1,3
West Ham,Stoke,1,1
Aston Villa,Arsenal,0,0
Everton,Norwich,1,1
Man United,QPR,3,1
Stoke,Fulham,1,0
Sunderland,West Brom,2,4
Wigan,Reading,3,2
Chelsea,Man City,0,0
Southampton,Newcastle,2,0
Swansea,Liverpool,0,0
Tottenham,West Ham,3,1
Aston Villa,Reading,1,0
Sunderland,QPR,0,0
Chelsea,Fulham,0,0
Everton,Arsenal,1,1
Man United,West Ham,1,0
Southampton,Norwich,1,1
Stoke,Newcastle,2,1
Swansea,West Brom,3,1
Tottenham,Liverpool,2,1
Wigan,Man City,0,2
Arsenal,Swansea,0,2
Fulham,Tottenham,0,3
Liverpool,Southampton,1,0
Man City,Everton,1,1
QPR,Aston Villa,1,1
Reading,Man United,3,4
West Brom,Stoke,0,1
West Ham,Chelsea,3,1
Norwich,Sunderland,2,1
Newcastle,Wigan,3,0
Arsenal,West Brom,2,0
Aston Villa,Stoke,0,0
Southampton,Reading,1,0
Sunderland,Chelsea,1,3
Swansea,Norwich,3,4
Wigan,QPR,2,2
Everton,Tottenham,2,1
Man City,Man United,2,3
West Ham,Liverpool,2,3
Fulham,Newcastle,2,1
Sunderland,Reading,3,0
Liverpool,Aston Villa,1,3
Man United,Sunderland,3,1
Newcastle,Man City,1,3
Norwich,Wigan,2,1
QPR,Fulham,2,1
Stoke,Everton,1,1
Tottenham,Swansea,1,0
West Brom,West Ham,0,0
Reading,Arsenal,2,5
Liverpool,Fulham,4,0
Man City,Reading,1,0
Newcastle,QPR,1,0
Southampton,Sunderland,0,1
Tottenham,Stoke,0,0
West Brom,Norwich,2,1
West Ham,Everton,1,2
Wigan,Arsenal,0,1
Chelsea,Aston Villa,8,0
Swansea,Man United,1,1
Aston Villa,Tottenham,0,4
Everton,Wigan,2,1
Fulham,Southampton,1,1
Man United,Newcastle,4,3
Norwich,Chelsea,0,1
QPR,West Brom,1,2
Reading,Swansea,0,0
Stoke,Liverpool,3,1
Sunderland,Man City,1,0
Arsenal,Newcastle,7,3
Aston Villa,Wigan,0,3
Fulham,Swansea,1,2
Man United,West Brom,2,0
Norwich,Man City,3,4
Reading,West Ham,1,0
Stoke,Southampton,3,3
Sunderland,Tottenham,1,2
Everton,Chelsea,1,2
QPR,Liverpool,0,3
Man City,Stoke,3,0
Southampton,Arsenal,1,1
Swansea,Aston Villa,2,2
Tottenham,Reading,3,1
West Brom,Fulham,1,2
West Ham,Norwich,2,1
Wigan,Man United,0,4
Chelsea,QPR,0,1
Liverpool,Sunderland,3,0
Newcastle,Everton,1,2
Aston Villa,Southampton,0,1
Everton,Swansea,0,0
Fulham,Wigan,1,1
Norwich,Newcastle,0,0
QPR,Tottenham,0,0
Reading,West Brom,3,2
Stoke,Chelsea,0,4
Sunderland,West Ham,3,0
Arsenal,Man City,0,2
Man United,Liverpool,2,1
Chelsea,Southampton,2,2
Liverpool,Norwich,5,0
Man City,Fulham,2,0
Newcastle,Reading,1,2
Swansea,Stoke,3,1
West Brom,Aston Villa,2,2
West Ham,QPR,1,1
Wigan,Sunderland,2,3
Chelsea,Arsenal,2,1
Tottenham,Man United,1,1
Southampton,Everton,0,0
Arsenal,West Ham,5,1
Aston Villa,Newcastle,1,2
QPR,Man City,0,0
Stoke,Wigan,2,2
Sunderland,Swansea,0,0
Arsenal,Liverpool,2,2
Everton,West Brom,2,1
Fulham,West Ham,3,1
Man United,Southampton,2,1
Norwich,Tottenham,1,1
Reading,Chelsea,2,2
Arsenal,Stoke,1,0
Everton,Aston Villa,3,3
Fulham,Man United,0,1
Newcastle,Chelsea,3,2
