281884,50,2726956381513270,4
281884,50,2741700308864760,8
281900,20,2731647631125110,3
281900,20,2740359951832990,6
281902,50,2737009059253030,0
281902,50,2736338880736940,2
281903,50,2737679237769100,1
281903,50,2739019594800950,4
281906,50,2728296738545260,5
281906,50,2734328345189110,4
281911,50,2732317809641210,2
281911,50,2726956381513270,3
281914,20,2734328345189110,0
281914,20,2737679237769100,0
281920,50,2573485501354580,5
281920,50,2735668702221180,2
281921,20,2741030130348840,0
281921,20,2728296738545260,5
281930,50,2739019594800850,4
281930,50,2739689773316860,0
281927,50,2736338880736940,1
281927,50,2741700308864760,3
281926,50,2741030130348770,0
281926,50,2573485501354540,5
281925,20,2737009059252950,4
281925,20,2731647631125110,5
281935,50,2734328345189110,4
281935,50,2726956381513270,1
281934,50,2730977452609140,2
281934,50,2740359951833000,0
281943,50,2733658166673140,1
281943,50,2738349416284990,6
281945,50,2735668702221180,2
281945,50,2728296738545260,4
281941,20,2739019594800870,5
281941,20,2737679237769010,5
281944,50,2737679237769100,2
281944,50,2732317809641130,6
281946,20,2730977452609200,7
281946,20,2738349416284960,0
281947,20,2739019594800850,3
281947,20,2734998523705180,1
281951,50,2736338880736940,2
281951,50,2573485501354580,3
281952,20,2730307274093270,3
281952,20,2732317809641220,0
281950,20,2731647631125110,7
281950,20,2733658166673120,1
281957,20,2726956381513270,4
281957,20,2727626560029290,4
281959,50,2738349416284990,8
281959,50,2730977452609140,1
281964,20,2737679237769010,3
281964,20,2732317809641130,6
281962,20,2734328345189110,6
281962,20,2741700308864810,2
281966,20,2730977452609200,7
281966,20,2727626560029280,1
281970,20,2732317809641130,1
281970,20,2741030130348780,0
281969,50,2739019594800850,3
281969,50,2573485501354580,7
281972,50,2730977452609200,5
281972,50,2733658166673240,2
281973,50,2741030130348780,1
281973,50,2728966917061320,3
281976,50,2726956381513400,2
281976,50,2740359951832820,2
281975,20,2730307274093270,0
281975,20,2726956381513270,4
281977,50,2731647631125260,0
281977,50,2727626560029290,1
281979,50,2730977452609280,3
281979,50,2730977452609140,5
281980,50,2733658166673260,4
281980,50,2738349416284990,2
281986,50,2573485501354580,4
281986,50,2732317809641130,1
281982,20,2738349416285080,1
281982,20,2730307274093270,0
